Number, Time, Resource, NoOfElements, Type
293, 71041, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2027%20of%2030/model/Model.arxml, 2, Save
294, 197844, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2028%20of%2030/model/Model.arxml, 1, Save
295, 72574, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2028%20of%2030/model/Model.arxml, 2, Save
296, 85487, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2029%20of%2030/model/Model.arxml, 1, Save
297, 59680, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2029%20of%2030/model/Model.arxml, 2, Save
298, 84916, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2030%20of%2030/model/Model.arxml, 1, Save
299, 54910, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2030%20of%2030/model/Model.arxml, 2, Save
360, 52326, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2016%20of%2030/model/Model.arxml, 1, Save
361, 52636, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2016%20of%2030/model/Model.arxml, 2, Save
362, 41937, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2016%20of%2030/model/Model.arxml, 3, Save
363, 42087, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2016%20of%2030/model/Model.arxml, 3, Save
364, 63978, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2017%20of%2030/model/Model.arxml, 1, Save
365, 47197, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2017%20of%2030/model/Model.arxml, 2, Save
366, 42297, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2017%20of%2030/model/Model.arxml, 3, Save
367, 42248, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2017%20of%2030/model/Model.arxml, 3, Save
368, 52907, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateCompositeComponent()/repetition%2018%20of%2030/model/Model.arxml, 1, Save
