Number, Time, Resource, NoOfElements, Type
223, 49080, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2025%20of%2030/model/Model.arxml, 2, Save
224, 57015, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2025%20of%2030/model/Model.arxml, 1, Save
225, 71882, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2026%20of%2030/model/Model.arxml, 1, Save
226, 60100, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2026%20of%2030/model/Model.arxml, 2, Save
227, 52467, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2026%20of%2030/model/Model.arxml, 1, Save
228, 70690, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2027%20of%2030/model/Model.arxml, 1, Save
229, 53008, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2027%20of%2030/model/Model.arxml, 2, Save
230, 43469, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2027%20of%2030/model/Model.arxml, 1, Save
231, 64358, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2028%20of%2030/model/Model.arxml, 1, Save
232, 51435, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2028%20of%2030/model/Model.arxml, 2, Save
233, 45283, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2028%20of%2030/model/Model.arxml, 1, Save
234, 72163, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2029%20of%2030/model/Model.arxml, 1, Save
235, 47908, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2029%20of%2030/model/Model.arxml, 2, Save
236, 42287, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2029%20of%2030/model/Model.arxml, 1, Save
237, 68466, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2030%20of%2030/model/Model.arxml, 1, Save
238, 47267, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2030%20of%2030/model/Model.arxml, 2, Save
239, 44191, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2030%20of%2030/model/Model.arxml, 1, Save
270, 65420, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2016%20of%2030/model/Model.arxml, 1, Save
271, 51745, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2016%20of%2030/model/Model.arxml, 2, Save
272, 66072, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2017%20of%2030/model/Model.arxml, 1, Save
273, 73966, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2017%20of%2030/model/Model.arxml, 2, Save
274, 65480, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2018%20of%2030/model/Model.arxml, 1, Save
275, 49521, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2018%20of%2030/model/Model.arxml, 2, Save
276, 75969, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2019%20of%2030/model/Model.arxml, 1, Save
277, 48560, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2019%20of%2030/model/Model.arxml, 2, Save
278, 72433, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2020%20of%2030/model/Model.arxml, 1, Save
279, 57636, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2020%20of%2030/model/Model.arxml, 2, Save
280, 82942, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2021%20of%2030/model/Model.arxml, 1, Save
281, 53859, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2021%20of%2030/model/Model.arxml, 2, Save
282, 81449, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2022%20of%2030/model/Model.arxml, 1, Save
283, 61272, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2022%20of%2030/model/Model.arxml, 2, Save
284, 60722, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2023%20of%2030/model/Model.arxml, 1, Save
285, 50172, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2023%20of%2030/model/Model.arxml, 2, Save
286, 93912, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2024%20of%2030/model/Model.arxml, 1, Save
287, 67033, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2024%20of%2030/model/Model.arxml, 2, Save
288, 76861, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2025%20of%2030/model/Model.arxml, 1, Save
289, 62635, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2025%20of%2030/model/Model.arxml, 2, Save
290, 82422, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2026%20of%2030/model/Model.arxml, 1, Save
291, 50813, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2026%20of%2030/model/Model.arxml, 2, Save
292, 60250, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2027%20of%2030/model/Model.arxml, 1, Save
293, 48489, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2027%20of%2030/model/Model.arxml, 2, Save
294, 56464, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2028%20of%2030/model/Model.arxml, 1, Save
295, 45153, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2028%20of%2030/model/Model.arxml, 2, Save
296, 112627, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2029%20of%2030/model/Model.arxml, 1, Save
297, 88703, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2029%20of%2030/model/Model.arxml, 2, Save
298, 102228, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2030%20of%2030/model/Model.arxml, 1, Save
299, 56343, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateBlock()/repetition%2030%20of%2030/model/Model.arxml, 2, Save
360, 52587, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2016%20of%2030/model/Model.arxml, 1, Save
361, 49581, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2016%20of%2030/model/Model.arxml, 2, Save
362, 43029, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2016%20of%2030/model/Model.arxml, 3, Save
363, 44091, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2016%20of%2030/model/Model.arxml, 3, Save
364, 82101, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2017%20of%2030/model/Model.arxml, 1, Save
365, 51144, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2017%20of%2030/model/Model.arxml, 2, Save
366, 45133, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2017%20of%2030/model/Model.arxml, 3, Save
367, 46175, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2017%20of%2030/model/Model.arxml, 3, Save
368, 66673, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2018%20of%2030/model/Model.arxml, 1, Save
369, 103360, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2018%20of%2030/model/Model.arxml, 2, Save
370, 47367, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2018%20of%2030/model/Model.arxml, 3, Save
371, 50924, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2018%20of%2030/model/Model.arxml, 3, Save
372, 83463, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2019%20of%2030/model/Model.arxml, 1, Save
373, 62434, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2019%20of%2030/model/Model.arxml, 2, Save
374, 56875, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2019%20of%2030/model/Model.arxml, 3, Save
375, 51795, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2019%20of%2030/model/Model.arxml, 3, Save
376, 81931, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2020%20of%2030/model/Model.arxml, 1, Save
377, 49561, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2020%20of%2030/model/Model.arxml, 2, Save
378, 45423, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2020%20of%2030/model/Model.arxml, 3, Save
379, 48179, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2020%20of%2030/model/Model.arxml, 3, Save
380, 62766, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2021%20of%2030/model/Model.arxml, 1, Save
381, 49962, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2021%20of%2030/model/Model.arxml, 2, Save
382, 44452, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2021%20of%2030/model/Model.arxml, 3, Save
383, 44281, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2021%20of%2030/model/Model.arxml, 3, Save
384, 63687, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testCreateSubsystem()/repetition%2022%20of%2030/model/Model.arxml, 1, Save
